Employee ID,First Name,Last Name,Gender,State,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
E003194,David,Thompson,Male,Florida,Tampa,2020-02-23 20:22:41.217767936,Engineering,Software Engineer,Bachelor's,Satisfactory,Yes,108558,1971-02-23 20:22:41.217767936,,116265.618
E003195,Jackson,Wong,Female,Texas,Houston,2021-12-28 21:27:18.792595040,Engineering,Senior Software Engineer,Master's,Good,No,103726,1963-12-28 21:27:18.792595040,,119803.53000000001
E003196,Phillip,Walsh,Female,Texas,Houston,2021-07-22 07:15:32.551699488,Sales,Sales Representative,Bachelor's,Satisfactory,Yes,68186,1970-07-22 07:15:32.551699488,,71595.3
E003197,Mike,Butler,Male,Texas,Dallas,2016-12-12 06:55:35.593593032,Finance,Financial Analyst,Bachelor's,Satisfactory,Yes,73561,1970-12-12 06:55:35.593593032,,78783.831
E003198,Karen,Lee,Male,Florida,Tampa,2018-08-16 18:55:26.305212448,Sales,Sales Representative,Bachelor's,Good,No,58995,1995-08-16 18:55:26.305212448,,60174.9
E003199,Samantha,Holloway,Male,California,San Francisco,2016-07-26 17:45:00.274123824,Finance,Finance Manager,Master's,Excellent,Yes,113799,1979-07-26 17:45:00.274123824,,134066.6019
E003200,Nicholas,Jones,Male,New York,Buffalo,2016-01-26 22:59:35.433805288,HR,HR Specialist,Bachelor's,Satisfactory,No,53649,1977-01-26 22:59:35.433805288,,57458.079000000005
E003201,Alexander,Gonzalez,Male,Florida,Orlando,2018-12-14 10:09:55.131509408,HR,HR Manager,Master's,Satisfactory,No,70086,1985-12-14 10:09:55.131509408,,78636.49200000001
E003202,Debbie,Hayden,Male,New York,Rochester,2020-02-07 21:53:57.661794336,Engineering,Software Engineer,Bachelor's,Excellent,Yes,96996,1967-02-07 21:53:57.661794336,,103882.716
E003203,William,Harris,Male,Texas,Dallas,2023-05-07 07:40:19.410734784,HR,HR Specialist,Bachelor's,Excellent,No,60121,1994-05-07 07:40:19.410734784,,61323.42
E003204,Stephanie,Jones,Female,New York,Rochester,2019-09-27 15:34:51.793198784,HR,HR Assistant,Bachelor's,Satisfactory,No,53820,1973-09-27 15:34:51.793198784,,56511.0
E003205,Michael,Parrish,Female,New York,Buffalo,2022-12-14 22:46:26.751045472,Finance,Finance Manager,Master's,Satisfactory,No,98119,1973-12-14 22:46:26.751045472,,113327.445
E003206,Brandon,Simpson,Female,Texas,Houston,2020-11-06 03:19:17.128966208,Sales,Sales Manager,Bachelor's,Needs Improvement,Yes,74998,1988-11-06 03:19:17.128966208,,74998.0
E003207,Catherine,Greene,Female,California,San Diego,2017-10-28 01:56:24.896052832,Finance,Accountant,Bachelor's,Good,No,59463,1976-10-28 01:56:24.896052832,2021-08-13 13:24:34.212269328,62436.15
E003208,Robert,Yoder,Female,New York,Buffalo,2021-12-24 00:20:26.794461824,Finance,Financial Analyst,Bachelor's,Satisfactory,Yes,71761,1996-12-24 00:20:26.794461824,,71761.0
E003209,Anthony,Freeman,Male,Florida,Miami,2023-05-06 10:05:56.445996704,HR,HR Assistant,Bachelor's,Satisfactory,No,43525,1975-05-06 10:05:56.445996704,,46615.275
E003210,Jasmine,Burke,Male,Florida,Miami,2018-08-27 02:00:19.441612960,Sales,Sales Associate,Associate's,Satisfactory,No,45786,1967-08-27 02:00:19.441612960,,49036.806000000004
E003211,Brian,James,Female,California,Los Angeles,2022-09-22 23:40:11.931021888,Sales,Sales Representative,Bachelor's,Needs Improvement,No,50945,1989-09-22 23:40:11.931021888,,50945.0
E003212,Martin,Barnett,Female,New York,New York City,2018-02-26 06:40:46.378509584,HR,HR Assistant,Bachelor's,Excellent,No,54874,1959-02-26 06:40:46.378509584,,57617.700000000004
E003213,Sara,Savage,Male,Florida,Orlando,2023-09-25 07:26:22.539913536,Sales,Sales Representative,Bachelor's,Good,No,51473,1966-09-25 07:26:22.539913536,,55127.583
E003214,Courtney,Barnett,Male,California,San Francisco,2016-08-15 23:04:53.372618744,HR,HR Manager,Master's,Needs Improvement,No,87535,1993-08-15 23:04:53.372618744,,98214.27
E003215,Tammy,Sanford,Male,New York,Rochester,2016-07-27 06:00:22.518431048,HR,HR Manager,Master's,Satisfactory,Yes,79762,1981-07-27 06:00:22.518431048,,89492.964
E003216,Jeremy,Johnson,Female,Florida,Tampa,2019-08-20 15:33:19.668036544,HR,HR Assistant,Bachelor's,Excellent,Yes,47327,1993-08-20 15:33:19.668036544,,47327.0
E003217,Wayne,Kemp,Male,New York,New York City,2022-12-20 11:01:27.819982752,Sales,Sales Representative,Bachelor's,Satisfactory,No,52255,1979-12-20 11:01:27.819982752,,55965.105
E003218,Brian,Shah,Male,Florida,Tampa,2018-08-04 18:42:15.617494032,Engineering,Senior Software Engineer,Master's,Needs Improvement,Yes,130110,1979-08-04 18:42:15.617494032,,153282.59100000001
E003219,Larry,Vang,Female,New York,Rochester,2023-03-09 01:33:33.230719808,Finance,Accountant,Bachelor's,Good,No,52993,1965-03-09 01:33:33.230719808,2024-05-30 16:57:20.234223324,55642.65
E003220,Travis,Johnson,Female,Texas,Dallas,2021-10-04 20:36:52.557604640,Sales,Sales Associate,Associate's,Satisfactory,No,39001,1974-10-04 20:36:52.557604640,,40951.05
E003221,Amy,Davis,Male,Florida,Tampa,2015-03-26 11:11:29.623033148,HR,HR Specialist,Bachelor's,Satisfactory,No,67029,1975-03-26 11:11:29.623033148,,71788.05900000001
E003222,Erica,Graham,Female,California,Los Angeles,2015-01-06 16:38:34.047637328,Engineering,Software Engineer,Bachelor's,Good,Yes,107874,1991-01-06 16:38:34.047637328,2020-01-11 12:34:26.327360960,107874.0
E003223,Valerie,Lambert,Male,Texas,Houston,2018-01-11 19:52:32.369358144,Sales,Sales Associate,Associate's,Satisfactory,Yes,38749,1991-01-11 19:52:32.369358144,,39523.98
E003224,Lance,Andrews,Male,Florida,Orlando,2020-02-06 22:09:24.874132320,Finance,Finance Manager,Master's,Good,No,108146,1994-02-06 22:09:24.874132320,,121339.812
E003225,Jennifer,Valencia,Male,California,San Diego,2017-02-10 21:24:31.032899432,HR,HR Specialist,Bachelor's,Needs Improvement,No,57700,1986-02-10 21:24:31.032899432,,58854.0
E003226,Rick,Medina,Female,Texas,Houston,2017-05-07 11:23:57.761290736,HR,HR Assistant,Bachelor's,Excellent,No,55576,1971-05-07 11:23:57.761290736,,58354.8
E003227,Claire,Frye,Male,New York,Rochester,2019-03-17 16:19:57.796625696,HR,HR Specialist,Bachelor's,Satisfactory,No,58763,1988-03-17 16:19:57.796625696,,59938.26
E003228,Isaac,Wood,Female,California,San Francisco,2019-03-13 14:12:10.545947968,Engineering,Software Engineer,Bachelor's,Satisfactory,No,99746,1964-03-13 14:12:10.545947968,2020-06-26 21:05:38.639909796,104733.3
E003229,Jenny,Knapp,Male,Florida,Orlando,2015-07-04 22:03:47.512571252,Finance,Financial Analyst,Bachelor's,Good,No,70404,1992-07-04 22:03:47.512571252,,71812.08
E003230,Laura,Lopez,Female,Florida,Tampa,2017-10-19 19:12:54.365906224,Engineering,Engineering Manager,Master's,Satisfactory,No,156439,1986-10-19 19:12:54.365906224,2023-02-18 05:22:42.463849456,172082.90000000002
E003231,Mary,Murphy,Male,New York,New York City,2017-08-27 02:36:21.516521152,Sales,Sales Associate,Associate's,Excellent,No,45004,1973-08-27 02:36:21.516521152,,48199.28400000001
E003232,Dominique,Knight,Male,New York,Rochester,2016-02-19 10:37:50.372760284,Engineering,Software Engineer,Bachelor's,Satisfactory,No,106671,1971-02-19 10:37:50.372760284,2016-11-15 09:04:27.703417274,114244.641
E003233,Elizabeth,Vasquez,Female,Texas,Houston,2015-08-16 20:09:19.270720708,Sales,Sales Manager,Bachelor's,Satisfactory,No,98187,1991-08-16 20:09:19.270720708,,98187.0
E003234,Laura,Mann,Male,Texas,Austin,2021-01-12 15:09:52.961913984,Engineering,Engineering Manager,Master's,Good,No,149648,1999-01-12 15:09:52.961913984,,167905.056
E003235,Michelle,Smith,Female,New York,New York City,2023-08-04 21:46:16.778080224,Finance,Accountant,Bachelor's,Needs Improvement,No,59303,1997-08-04 21:46:16.778080224,,59303.0
E003236,Jared,Johns,Male,New York,New York City,2015-08-12 13:27:46.637492064,Finance,Accountant,Bachelor's,Satisfactory,Yes,59885,1968-08-12 13:27:46.637492064,,64136.83500000001
E003237,Derek,Fisher,Female,Florida,Miami,2017-11-02 23:21:38.427398592,Engineering,Software Engineer,Bachelor's,Needs Improvement,No,107096,1960-11-02 23:21:38.427398592,,112450.8
E003238,William,Baldwin,Male,New York,Buffalo,2020-07-17 17:46:02.064317056,HR,HR Manager,Master's,Satisfactory,No,78566,1970-07-17 17:46:02.064317056,,92558.60460000002
E003239,Emily,Carter,Female,Texas,Houston,2015-10-07 13:05:00.662990596,Engineering,Engineering Manager,Master's,Good,No,123607,1965-10-07 13:05:00.662990596,,142766.08500000002
E003240,Wendy,Church,Male,California,Los Angeles,2016-09-07 10:08:58.174968584,Sales,Sales Associate,Associate's,Excellent,No,43236,1966-09-07 10:08:58.174968584,,46305.756
E003241,Dawn,Murphy,Female,California,San Francisco,2019-01-27 10:51:25.544266128,Engineering,Senior Software Engineer,Master's,Good,Yes,113238,1964-01-27 10:51:25.544266128,,130789.89000000001
E003242,Maria,Diaz,Male,Florida,Tampa,2020-07-03 19:11:00.808656928,HR,HR Specialist,Bachelor's,Satisfactory,No,51261,1991-07-03 19:11:00.808656928,,52286.22
E003243,Stephen,Brewer,Female,New York,New York City,2017-06-30 18:10:06.002046208,Engineering,Engineering Manager,Master's,Satisfactory,Yes,151505,1974-06-30 18:10:06.002046208,,174988.275
E003244,Tammy,Murray,Male,New York,Buffalo,2018-05-29 04:59:22.290975392,Sales,Sales Associate,Associate's,Good,No,42467,1962-05-29 04:59:22.290975392,,45482.15700000001
E003245,Ross,Brown,Female,California,Los Angeles,2023-12-13 02:19:25.035703264,HR,HR Assistant,Bachelor's,Excellent,Yes,57325,1997-12-13 02:19:25.035703264,2024-06-28 10:26:53.337584613,57325.0
E003246,Joann,Holloway,Female,Florida,Orlando,2023-11-14 02:37:05.303395200,Finance,Financial Analyst,Bachelor's,Excellent,No,64434,1996-11-14 02:37:05.303395200,,64434.0
E003247,Amy,Garner,Male,Texas,Houston,2016-11-24 04:53:58.671321032,Engineering,Senior Software Engineer,Master's,Excellent,Yes,119019,1969-11-24 04:53:58.671321032,,140216.28390000004
E003248,Joseph,Tucker,Female,Florida,Miami,2019-04-16 07:03:09.747955120,HR,HR Specialist,Bachelor's,Satisfactory,Yes,50681,1994-04-16 07:03:09.747955120,,50681.0
E003249,Jason,Hall,Male,Florida,Tampa,2018-05-10 07:17:41.293525104,Sales,Sales Representative,Bachelor's,Excellent,Yes,57512,1988-05-10 07:17:41.293525104,2020-01-10 13:29:26.431617224,58662.24
E003250,Wendy,Avila,Female,California,San Diego,2016-04-25 21:45:33.590232504,Engineering,Senior Software Engineer,Master's,Excellent,No,125021,1986-04-25 21:45:33.590232504,,137523.1
E003251,Lauren,Hardy,Male,California,San Diego,2018-04-18 03:12:24.114271440,Finance,Financial Analyst,Bachelor's,Good,No,72670,1958-04-18 03:12:24.114271440,,77829.56999999999
E003252,Dominique,Gray,Male,Florida,Miami,2022-06-25 08:20:15.314688928,HR,HR Assistant,Bachelor's,Satisfactory,No,50965,1969-06-25 08:20:15.314688928,2024-01-24 17:39:17.007139676,54583.51500000001
E003253,Sharon,Knox,Male,Texas,Houston,2019-06-10 23:42:50.693506256,HR,HR Specialist,Bachelor's,Good,Yes,51929,1960-06-10 23:42:50.693506256,,55615.959
E003254,Michael,Joyce,Male,California,San Diego,2020-05-18 17:12:35.264776192,Engineering,Software Engineer,Bachelor's,Satisfactory,Yes,88628,1976-05-18 17:12:35.264776192,2024-06-29 23:51:04.956718128,94920.588
E003255,Steven,Hodges,Female,New York,Buffalo,2019-11-30 19:53:59.926328960,HR,HR Assistant,Bachelor's,Needs Improvement,No,50380,1961-11-30 19:53:59.926328960,,52899.0
E003256,Christie,Davis,Female,New York,New York City,2018-01-31 12:14:20.629531712,Finance,Financial Analyst,Bachelor's,Satisfactory,No,68616,1974-01-31 12:14:20.629531712,,72046.8
E003257,Kevin,Glass,Female,California,Los Angeles,2022-05-14 06:29:46.325281696,Finance,Accountant,Bachelor's,Excellent,No,67293,1998-05-14 06:29:46.325281696,,67293.0
E003258,Andrew,Williams,Female,Florida,Miami,2017-05-27 07:13:02.166008064,Engineering,Senior Software Engineer,Master's,Good,No,108894,1990-05-27 07:13:02.166008064,,119783.40000000001
E003259,Stephen,Nixon,Male,New York,Buffalo,2021-02-22 04:17:49.754349728,Sales,Sales Manager,Bachelor's,Excellent,Yes,83995,1976-02-22 04:17:49.754349728,,89958.64500000002
E003260,Alexander,Schultz,Female,California,Los Angeles,2022-03-05 20:19:14.232348576,Sales,Sales Associate,Associate's,Satisfactory,No,35013,1962-03-05 20:19:14.232348576,,36763.65
E003261,Ryan,Jones,Female,California,San Diego,2020-10-30 23:36:05.674038528,Finance,Financial Analyst,Bachelor's,Satisfactory,No,77743,1981-10-30 23:36:05.674038528,,77743.0
E003262,Nancy,Jones,Male,New York,Rochester,2017-07-12 03:33:50.500082080,Engineering,Engineering Manager,Master's,Satisfactory,No,129675,1977-07-12 03:33:50.500082080,,152770.11750000002
E003263,Daniel,Davis,Male,New York,Rochester,2021-07-23 12:43:59.980336256,Engineering,Software Engineer,Bachelor's,Excellent,Yes,109409,1993-07-23 12:43:59.980336256,,111597.18000000001
E003264,Donald,Kirby,Male,Texas,Houston,2015-04-12 13:32:46.783657313,Finance,Financial Analyst,Bachelor's,Satisfactory,Yes,64232,1963-04-12 13:32:46.783657313,,68792.47200000001
E003265,Robert,Woods,Female,Texas,Dallas,2021-05-17 03:05:14.290837696,HR,HR Assistant,Bachelor's,Satisfactory,Yes,51120,1991-05-17 03:05:14.290837696,,51120.0
E003266,Ian,Thompson,Male,Florida,Orlando,2015-09-03 02:17:28.380281572,Engineering,Engineering Manager,Master's,Needs Improvement,No,125230,1986-09-03 02:17:28.380281572,,140508.06000000003
E003267,William,Williams,Female,Texas,Austin,2018-09-12 22:39:14.679670752,Sales,Sales Manager,Bachelor's,Satisfactory,No,89367,1970-09-12 22:39:14.679670752,,93835.35
E003268,Rebecca,Daniels,Female,Florida,Tampa,2020-01-31 15:58:38.420736960,HR,HR Assistant,Bachelor's,Satisfactory,Yes,49010,1987-01-31 15:58:38.420736960,2023-02-03 19:10:51.410503328,49010.0
E003269,Michael,Beltran,Female,Texas,Austin,2019-10-29 00:04:27.265960288,Finance,Finance Manager,Master's,Good,No,112717,1964-10-29 00:04:27.265960288,,130188.13500000002
E003270,Cassandra,Reed,Female,Texas,Houston,2017-11-26 08:48:17.244680656,Engineering,Engineering Manager,Master's,Needs Improvement,No,151531,1973-11-26 08:48:17.244680656,,175018.30500000002
E003271,Alyssa,Stevenson,Male,Texas,Austin,2022-05-16 09:16:04.726075136,Sales,Sales Representative,Bachelor's,Satisfactory,No,61194,1968-05-16 09:16:04.726075136,,65538.774
E003272,Breanna,Gibbs,Female,Texas,Dallas,2017-11-12 13:11:14.720311664,Engineering,Senior Software Engineer,Master's,Excellent,No,116702,1987-11-12 13:11:14.720311664,,128372.20000000001
E003273,James,Ramirez,Male,California,Los Angeles,2019-10-31 16:30:37.252589376,Finance,Accountant,Bachelor's,Excellent,No,57740,1979-10-31 16:30:37.252589376,,61839.54000000001
E003274,Darlene,Mayer,Female,New York,Buffalo,2015-02-03 06:47:38.593479495,HR,HR Assistant,Bachelor's,Satisfactory,No,46382,1979-02-03 06:47:38.593479495,,48701.1
E003275,Donna,Osborne,Male,New York,Rochester,2017-09-10 10:15:31.757687968,Engineering,Engineering Manager,Master's,Needs Improvement,No,133395,1986-09-10 10:15:31.757687968,,149669.19
E003276,Michael,Davidson,Male,Florida,Miami,2019-01-26 09:07:26.712069600,Finance,Finance Manager,Master's,Good,No,106243,1997-01-26 09:07:26.712069600,,119204.64600000001
E003277,Becky,Nunez,Male,Texas,Houston,2017-01-02 17:22:53.640717912,Sales,Sales Associate,Associate's,Satisfactory,Yes,43022,1969-01-02 17:22:53.640717912,,46076.562000000005
E003278,James,Ramsey,Female,Florida,Miami,2019-12-13 12:58:23.599690912,Finance,Accountant,Bachelor's,Satisfactory,No,69243,1973-12-13 12:58:23.599690912,,72705.15000000001
E003279,Stephanie,Little,Female,Florida,Tampa,2020-05-28 19:04:27.220887712,HR,HR Specialist,Bachelor's,Good,No,60186,1986-05-28 19:04:27.220887712,,60186.0
E003280,Jonathan,Baker,Male,Texas,Austin,2022-05-19 12:39:30.877175264,HR,HR Assistant,Bachelor's,Satisfactory,No,48647,1972-05-19 12:39:30.877175264,,52100.937000000005
E003281,Melissa,Griffin,Male,Texas,Austin,2016-12-19 19:43:46.507394264,Finance,Financial Analyst,Bachelor's,Excellent,No,68970,1979-12-19 19:43:46.507394264,,73866.87
E003282,Bernard,Larson,Female,New York,Buffalo,2023-12-03 12:37:41.607714720,HR,HR Specialist,Bachelor's,Satisfactory,No,65271,1992-12-03 12:37:41.607714720,,65271.0
E003283,Tony,Adams,Male,New York,Rochester,2019-07-31 14:29:37.113706208,Sales,Sales Representative,Bachelor's,Satisfactory,No,55295,1994-07-31 14:29:37.113706208,,56400.9
E003284,Jonathan,Huang,Male,New York,Buffalo,2015-02-17 05:33:25.881475658,HR,HR Manager,Master's,Satisfactory,No,81997,1968-02-17 05:33:25.881475658,,96600.66570000001
E003285,David,Frank,Female,New York,Rochester,2020-03-18 03:11:30.693089120,Sales,Sales Associate,Associate's,Good,No,44891,1960-03-18 03:11:30.693089120,,47135.55
E003286,Tanya,Gordon,Female,New York,Buffalo,2019-02-28 19:55:59.735623328,HR,HR Manager,Master's,Good,No,78423,1961-02-28 19:55:59.735623328,,90578.565
E003287,Laurie,Phillips,Female,New York,Rochester,2019-09-18 17:52:13.573159968,Finance,Accountant,Bachelor's,Satisfactory,No,56270,1963-09-18 17:52:13.573159968,,59083.5
E003288,Jill,Bryant,Female,California,San Diego,2017-10-05 18:41:32.073365888,Finance,Accountant,Bachelor's,Satisfactory,No,62835,1988-10-05 18:41:32.073365888,,62835.0
E003289,Ashley,Bailey,Male,New York,Rochester,2016-01-09 19:53:35.884843644,Finance,Finance Manager,Master's,Good,Yes,97372,1992-01-09 19:53:35.884843644,,109251.384
E003290,Elizabeth,Riggs,Female,California,San Francisco,2022-02-27 04:05:00.057119072,Finance,Financial Analyst,Bachelor's,Satisfactory,No,77814,1980-02-27 04:05:00.057119072,,77814.0
E003291,Caitlyn,Larsen,Male,Florida,Tampa,2022-10-18 02:34:21.463913408,HR,HR Assistant,Bachelor's,Excellent,No,52859,1972-10-18 02:34:21.463913408,,56611.989
E003292,Nicole,Edwards,Male,Florida,Miami,2015-06-26 11:43:51.049034848,Sales,Sales Representative,Bachelor's,Good,Yes,66661,1961-06-26 11:43:51.049034848,2019-06-25 23:40:32.286190944,71393.93100000001
E003293,Anthony,Parks,Male,New York,New York City,2021-08-26 20:41:31.196168832,Finance,Financial Analyst,Bachelor's,Satisfactory,Yes,69711,1962-08-26 20:41:31.196168832,,74660.481
E003294,Christina,Munoz,Male,California,San Diego,2022-06-05 05:24:49.472576544,Sales,Sales Manager,Bachelor's,Satisfactory,No,77125,1964-06-05 05:24:49.472576544,,82600.875
E003295,Rhonda,Schultz,Female,Texas,Dallas,2017-11-18 13:40:10.055329616,HR,HR Assistant,Bachelor's,Excellent,Yes,57313,1965-11-18 13:40:10.055329616,,60178.65
E003296,Jeffrey,Ochoa,Female,Florida,Miami,2018-10-04 05:20:35.572732512,HR,HR Manager,Master's,Satisfactory,Yes,85961,1990-10-04 05:20:35.572732512,,94557.1
E003297,Connor,King,Female,New York,New York City,2023-10-03 00:18:06.603142688,Sales,Sales Manager,Bachelor's,Satisfactory,No,97605,1967-10-03 00:18:06.603142688,,102485.25
E003298,Thomas,Cowan,Male,New York,New York City,2015-03-06 08:12:22.598475547,Engineering,Senior Software Engineer,Master's,Excellent,No,126464,1961-03-06 08:12:22.598475547,,148987.2384
E003299,Shawn,Steele,Male,Florida,Orlando,2015-08-31 20:53:59.611601644,HR,HR Specialist,Bachelor's,Satisfactory,Yes,66239,1975-08-31 20:53:59.611601644,,70941.969
E003300,Jennifer,Fox,Male,Florida,Tampa,2018-02-01 12:23:15.655033120,Engineering,Senior Software Engineer,Master's,Good,No,139293,1996-02-01 12:23:15.655033120,,156286.74600000004
E003301,Lisa,Wilson,Female,Florida,Miami,2021-07-24 00:58:18.391812576,HR,HR Assistant,Bachelor's,Good,Yes,55641,1971-07-24 00:58:18.391812576,,58423.05
E003302,Joseph,Hood,Male,California,San Diego,2020-01-04 06:23:00.406206240,Finance,Accountant,Bachelor's,Good,Yes,63919,1987-01-04 06:23:00.406206240,,65197.380000000005
E003303,Erin,Williams,Male,California,San Francisco,2018-03-17 11:16:22.656285824,HR,HR Specialist,Bachelor's,Satisfactory,Yes,52352,1991-03-17 11:16:22.656285824,2022-03-22 01:32:39.457544304,53399.04
E003304,Stephanie,Sanchez,Female,Texas,Austin,2018-08-26 09:19:38.388885344,HR,HR Assistant,Bachelor's,Excellent,Yes,51926,1960-08-26 09:19:38.388885344,,54522.3
E003305,Courtney,James,Female,Florida,Miami,2020-03-09 20:43:36.360542080,Engineering,Senior Software Engineer,Master's,Satisfactory,Yes,139326,1969-03-09 20:43:36.360542080,,160921.53
E003306,Devon,Gonzalez,Male,New York,Rochester,2016-11-12 09:02:44.428322144,Finance,Finance Manager,Master's,Excellent,No,91900,1990-11-12 09:02:44.428322144,,103111.8
E003307,Amber,Mckee,Male,Florida,Miami,2016-07-17 02:51:52.419683040,Sales,Sales Associate,Associate's,Satisfactory,No,43190,1975-07-17 02:51:52.419683040,,46256.490000000005
E003308,Julie,Woods,Female,New York,New York City,2019-10-25 18:19:39.580170176,HR,HR Assistant,Bachelor's,Excellent,No,54625,1967-10-25 18:19:39.580170176,,57356.25
E003309,Heather,Gibson,Female,California,Los Angeles,2023-02-15 11:59:19.734938400,Sales,Sales Representative,Bachelor's,Excellent,No,65959,1984-02-15 11:59:19.734938400,,65959.0
E003310,Benjamin,Gallegos,Female,California,San Francisco,2017-07-12 19:33:57.771272768,Engineering,Software Engineer,Bachelor's,Good,No,83599,1987-07-12 19:33:57.771272768,,83599.0
E003311,Shannon,Morris,Male,California,San Diego,2018-04-08 22:08:35.515613936,HR,HR Manager,Master's,Satisfactory,No,82450,1975-04-08 22:08:35.515613936,,97134.34500000002
E003312,Louis,Hall,Male,California,San Diego,2016-04-18 19:47:25.444828312,Finance,Finance Manager,Master's,Satisfactory,No,97520,1994-04-18 19:47:25.444828312,,109417.44000000002
E003313,Antonio,Montes,Male,Florida,Tampa,2016-01-24 12:17:03.084346220,Engineering,Software Engineer,Bachelor's,Good,No,86419,1958-01-24 12:17:03.084346220,,92554.74900000001
E003314,Randall,Adams,Male,New York,Buffalo,2022-05-26 18:37:22.606175008,HR,HR Manager,Master's,Good,Yes,86621,1967-05-26 18:37:22.606175008,,102048.2001
E003315,Jacqueline,Mccoy,Female,California,San Francisco,2016-01-24 13:55:59.692434932,Finance,Accountant,Bachelor's,Good,No,69429,1971-01-24 13:55:59.692434932,,72900.45
E003316,Wendy,Stout,Female,Texas,Austin,2015-07-13 01:07:26.025773284,HR,HR Assistant,Bachelor's,Excellent,Yes,55064,1974-07-13 01:07:26.025773284,,57817.200000000004
E003317,Tamara,Newton,Male,Florida,Orlando,2023-04-18 23:16:24.808591296,Finance,Finance Manager,Master's,Excellent,No,104390,1979-04-18 23:16:24.808591296,,122981.85900000003
E003318,Ryan,Matthews,Male,Florida,Tampa,2023-03-22 06:21:08.842431520,Engineering,Senior Software Engineer,Master's,Good,No,104765,1968-03-22 06:21:08.842431520,,123423.64650000002
E003319,Paul,Bass,Female,New York,Rochester,2019-10-18 23:26:03.545806336,Sales,Sales Manager,Bachelor's,Satisfactory,Yes,79221,1986-10-18 23:26:03.545806336,,79221.0
E003320,Kevin,Robinson,Male,Florida,Miami,2016-11-29 03:37:14.538211736,Finance,Finance Manager,Master's,Satisfactory,No,94648,1990-11-29 03:37:14.538211736,,106195.05600000001
E003321,Craig,Sanchez,Female,California,Los Angeles,2022-01-22 15:42:07.675687392,Sales,Sales Manager,Bachelor's,Excellent,Yes,71648,1978-01-22 15:42:07.675687392,,75230.40000000001
E003322,Christopher,Johnson,Female,California,Los Angeles,2020-10-12 03:19:33.230994752,HR,HR Specialist,Bachelor's,Satisfactory,Yes,61196,1993-10-12 03:19:33.230994752,,61196.0
E003323,Catherine,Johnson,Male,Florida,Miami,2022-08-31 07:08:22.128590560,Engineering,Software Engineer,Bachelor's,Good,No,104802,1985-08-31 07:08:22.128590560,,106898.04000000001
E003324,Megan,Cole,Male,New York,Buffalo,2017-04-14 18:28:10.719574512,Finance,Financial Analyst,Bachelor's,Satisfactory,Yes,60483,1973-04-14 18:28:10.719574512,,64777.293000000005
E003325,Matthew,Hickman,Male,Florida,Tampa,2020-10-02 04:24:13.109624736,Sales,Sales Associate,Associate's,Satisfactory,No,47908,1984-10-02 04:24:13.109624736,,48866.16
E003326,Jeremy,Dennis,Female,California,San Diego,2020-11-26 03:25:21.152003296,Engineering,Engineering Manager,Master's,Good,No,137732,1996-11-26 03:25:21.152003296,,151505.2
E003327,Morgan,Brown,Male,Florida,Orlando,2022-03-10 06:40:29.424546816,Engineering,Software Engineer,Bachelor's,Good,No,82234,1963-03-10 06:40:29.424546816,,88072.61400000002
E003328,Megan,Davis,Female,California,San Diego,2020-10-11 08:47:23.738533984,Finance,Accountant,Bachelor's,Satisfactory,Yes,50742,1997-10-11 08:47:23.738533984,,50742.0
E003329,Deanna,Brown,Male,Florida,Tampa,2018-03-28 11:28:24.728619552,HR,HR Specialist,Bachelor's,Excellent,Yes,60332,1980-03-28 11:28:24.728619552,,61538.64
E003330,Dawn,Howard,Male,Texas,Austin,2021-10-01 14:05:20.232427168,Engineering,Software Engineer,Bachelor's,Satisfactory,Yes,86340,1995-10-01 14:05:20.232427168,,88066.8
E003331,Sarah,Johnson,Female,New York,Rochester,2023-03-18 22:01:10.203997536,Engineering,Engineering Manager,Master's,Satisfactory,No,141711,1983-03-18 22:01:10.203997536,,155882.1
E003332,Jennifer,Gomez,Male,Florida,Miami,2016-12-12 09:45:09.347974512,Sales,Sales Associate,Associate's,Good,No,42004,1983-12-12 09:45:09.347974512,,42844.08
E003333,Tyler,Francis,Male,New York,Rochester,2016-08-07 14:14:00.311331568,Sales,Sales Manager,Bachelor's,Needs Improvement,No,72965,1985-08-07 14:14:00.311331568,,74424.3
E003334,Preston,Schneider,Male,Texas,Dallas,2015-06-21 13:17:45.634337284,Engineering,Senior Software Engineer,Master's,Satisfactory,Yes,116313,1992-06-21 13:17:45.634337284,,130503.18600000002
E003335,Ashley,Smith,Female,Florida,Miami,2016-10-29 14:35:29.333910152,HR,HR Specialist,Bachelor's,Satisfactory,No,52976,1994-10-29 14:35:29.333910152,2019-09-20 01:09:54.997305272,52976.0
E003336,Jonathan,Hughes,Female,California,Los Angeles,2019-05-16 23:45:41.679964448,Engineering,Software Engineer,Bachelor's,Excellent,Yes,88755,1982-05-16 23:45:41.679964448,2020-10-26 18:29:22.258657908,88755.0
E003337,Lori,Kaufman,Female,Florida,Tampa,2017-12-13 03:02:26.234315504,Engineering,Senior Software Engineer,Master's,Satisfactory,Yes,101919,1977-12-13 03:02:26.234315504,,117716.445
E003338,Jeffery,Thomas,Male,Florida,Tampa,2017-11-18 09:20:53.850165216,HR,HR Assistant,Bachelor's,Satisfactory,No,59078,1974-11-18 09:20:53.850165216,,63272.538
